id_relatorio_gestao,situacao_relatorio_gestao,parecer_relatorio_gestao,id_plano_acao,uf_beneficiario_plano_acao
861,DISPONIBILIZADO,"Os recursos destinados a este Município, no valor de R$ 800.000,00, foram utilizados na realização de infraestrutura urbana, visando a Implantação de guias, sarjetas e drenagem na Avenida Nadir do Carmo Leme e construção de praças.",3400,SP
7083,DISPONIBILIZADO,"Recursos utilizados como complementação do valor da Tomada de Preço nº 008/2023, como objeto Execução de obras e serviços de REVITALIZAÇÃO DO PASSEIO PÚBLICO NO CENTRO DE RECREAÇÃO E LAZER DA JUVENTUDE, CALÇADÃO DA AVENIDA PEDRO OMETTO E CALÇADA DA PRAÇA ALMIRANTE BARROSO.. 
Valor Total da Obra:  R$ R$ 651.463,45
Obra devidamente licitada e em execução.
",16654,
7397,EM_ELABORACAO,"1º)Emenda nº 202129940004, destinada pelo parlamentar Deputado Federal Subtenente Gonzag ao Estado de Minas Gerais, para execução da Polícia Militar do Estado de Minas Gerais, no valor de R$3.739.992,00 (três milhões setecentos e trinta e nove mil novecentos e noventa e dois reais), SIAFI 9301225.
RESUMO
1)	Descrição do objeto: Objeto a ser definido pelo beneficiário da emenda.
2)	Metas a serem alcançadas: Aquisição de 117 Gravadores Digital de Vídeo em rede (NVR), aquisição de 468 Câmeras de Segurança (CFTV), Construção de um Estande de tiro (Varginha), Construção de um Estande de tiro (Curvelo), Digitalização destacamento (15ª RPM), aquisição de 15 Escudos Balísticos, aquisição de 4 fuzis, aquisição de um Software para gestão CRAF PMMG, Reforma  128ª Cia PM / 22º BPM, aquisição de 1 Ar Condicionado.
3)	Estimativa dos recursos financeiros: R$ 3.739.992,00
4)	Previsão de prazo para conclusão do objeto: 31/12/2026.
5)	Notificação a que se refere o § 3º do art. 2º - notificação ao conselho local ou instância de controle social sobre o recebimento de recursos: pendente.


2º) Apresentação de Prestação de Contas do Beneficiário CBMMG (Emenda 202129940004-Subtenente Gonzaga). Valor R$300.000,00 (trezentos mil reais). (SIAFI 9290581) - Vide Relatório de Cumprimento do Objeto anexo. OBS: Aquisição do equipamento Ar Condicionado foi realizada através de adesão a ARP nº130/2021 decorrente do pregão 415/2021, não tendo sido necessário firmar contrato com o fornecedor.
RESUMO
1)	Descrição do objeto: Objeto a ser definido pelo beneficiário da emenda.
2)	Metas a serem alcançadas: Aquisição de 1 ar condicionado, 21 microcomputadores, 2 notebooks, 2 tablets, 8 switch 24 portas, 2 rack com patch-painel, 4 licenças Access Point e 28 rádios DMR.
3)	Estimativa dos recursos financeiros: R$300.000,00.

4)	Previsão de prazo para conclusão do objeto: 31/12/2026.
5)	Notificação a que se refere o § 3º do art. 2º - notificação ao conselho local ou instância de controle social sobre o recebimento de recursos: pendente.
",10671,
15913,DISPONIBILIZADO,"Com o recebimento da respetiva emenda, foi promovido a realização de show artístico no Município de Guapiara.",67028,
4668,DISPONIBILIZADO,"O presente parecer tem por objetivo demonstra como e onde foi aplicado o recurso recebimento pela indicação parlamentar (emenda) na modalidade Transferência Especial.
O repasse foi utilizado para pagamento de uma Ambulância Tipo D - UTI, adquirida por meio do processo de compra nº 332/2021, da Empresa Unividas Veiculos Especiais Ltda, conforme nota fiscal º 2859 de 05/10/2021, no valor de R$ 349.000,00, sendo R$ 300.000,00 provenientes de recursos de transferência especial e R$ 49.000,00 de recursos de contrapartida do município. Dotação Orçamentária: 02.03.10.302.0023.1042.4.4.90.52.00.27.
As informações relatadas podem ser verificadas no arquivo que segue em anexo.",10283,
4776,DISPONIBILIZADO,Execução de Piso Asfáltico na Avenida Atílio Silvestre,20756,
4665,DISPONIBILIZADO,"Aquisição de um Veiculo  de 07 lugares, para atendimento ao suporte diário no andamento dos trabalhos da SEMEC - Secretaria Municipal de Educação.",18147,
4669,DISPONIBILIZADO,"O repasse foi utilizado para pagamento de duas ações: 1ª) Pagamento de medição da Obra de Execução do Terminal Rodoviário Municipal, conforme processo licitatório 72/2022, Empresa Seval Construções Ltda, nota fiscal º 452 de 09/06/2023 no valor de R$ 181.475,20, sendo R$ 108.880,63 pagos com recursos provenientes de transferência especial e o restante com recursos de contrapartida do município. Dotação Orçamentária: 02.10.26.782.0032.1072.4.4.90.51.00.01. 2ª) Pagamento de contrapartida para aquisição de uma máquina Tipo Motoniveladora, conforme processo licitatório 29/2023, Empresa JRMM Comércio Ltda, nota fiscal º 37 de 26/05/2023 no valor de R$ 1.377.000,00, sendo R$ 47.000,00 pagos com recursos provenientes de transferência especial. Dotação Orçamentária: 02.08.20.605.0042.1070.4.4.90.52.00.",16970,
1704,DISPONIBILIZADO,Prestação de contas,12492,
16346,EM_ELABORACAO,OBJETO REALIZADO,72056,
7267,EM_ELABORACAO,Pavimentação em Alvenaria Poliédrica de Via Pública do Município de Carmo do Cajuru – Distrito de Santo Antônio da Serra.,14294,
4969,DISPONIBILIZADO,"Valor recebido através de uma indicação do Deputado Federal Alceu Moreira, após o recebido do recurso financeiro, no valor de R$ 150.000,00, foi elaborado os projetos para execução de duas obras, sendo uma a reforma parcial da Praça Municipal Adolfo Arno Brauchs e a outra a construção de parte das calçadas (passeio) da Avenida Nove de Maio, de acordo com as Notas de Empenhos e seus respectivos pagamento anexados junto a esta aba do Relatório de Gestão, diante destas, somos de parecer favorável a aplicação do respectivo valor acima citado.",10462,
15406,DISPONIBILIZADO,prestação de contas ,31664,
4681,DISPONIBILIZADO,"O presente Relatório de Gestão apresenta a efetiva realização do objeto e o atingimento de suas finalidades. O recurso destinado no valor de R$ 200.000,00 a este município, foi utilizado em obras de reformas da Praça Astolfo da Silva Tavares, Rua Coberta e Rua Primeiro de Março. Seguem em anexos, Relatório de Gestão, processos licitatórios, extratos bancários, empenhos, notas fiscais e comprovantes de pagamento.",9408,
4970,DISPONIBILIZADO,"Retrocessão do imóvel localizado às margens da PE 123, nas proximidades do Pátio de eventos Natalício Ferreira (Enduro das Águas), com 200 metros de comprimento médio, por 100 metros de largura, resultando numa área total de 20.000 m², no Bairro Jardim Independência, município de Cupira/PE, o qual através da Lei Municipal n° 076, de 11 de dezembro de 2013.",19736,
10404,DISPONIBILIZADO,"1 - Dados da Contratação

Objeto: Aquisição de Veículo Automotor Caminhonete Pick-Up com cabine dupla
Empresa Contratada: De Marco Ltda
Valor Contratado: R$ 147.090,00
Valor Executado: R$ 147.090,00

2 – Relatório Consubstanciado da Execução

Área da política pública na qual o recurso será aplicado: 12-Educação / 361-Ensino Fundamental
Ações Executadas: Aquisição de Veículo destinado à Secretaria de Educação de Quilombo/SC


3 – Resumo
Percentual Físico Executado: 100%.
Percentual Financeiro Executado: 100% / Pagamento efetuado R$ 147.090,00
",39004,
4886,DISPONIBILIZADO,Prestação de Contas referente aquisição de Veículo para atender a SEMAP.,20026,
7008,EM_ELABORACAO,Prestação de Contas,10293,SP
14942,DISPONIBILIZADO,"Em atendimento à exigência contida no §3º do artigo 2º da IN 93, de 17/01/2024 do TCU.",66134,
15637,DISPONIBILIZADO,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM OBRAS DE ENGENHARIA COMFORNECIMENTO DE MÃO DE OBRA, MATERIAIS E EQUIPAMENTOS PARA
EXECUÇÃO DE OBRA DE PAVIMENTAÇÃO NA RUA IRINEU PRIANTI CHAVES, TRECHO II, NESTE MUNICÍPIO.",16442,
14455,EM_ELABORACAO,"Comunicação feita aos conselhos fiscalizador referente ao valor creditado na conta em 04/07/2024 de R$ 21.651,12.",71534,
14445,EM_ELABORACAO,Construção de teatro,71335,
7503,EM_ELABORACAO,"Emenda nº 202129940009, destinada pelo parlamentar Deputado Federal Subtenente Gonzaga ao Estado de Minas Gerais, para execução da Empresa de Assistência Técnica e Extensão Rural do Estado de Minas Gerais, no valor de R$2.000.000,00 (dois milhões de reais). SIAFI 9290349
RESUMO
1)	Descrição do objeto: Aquisição de equipamentos e máquinas para estruturação
de armazém para rebeneficiamento de café no Município de Manhuaçu/MG.
2)	Metas a serem alcançadas: aquisição de equipamentos e máquinas para Manhuaçu.
3)	Estimativa dos recursos financeiros: R$ 2.000.000,00
4)	Previsão de prazo para conclusão do objeto: 31/12/2026.
5)	Notificação a que se refere o § 3º do art. 2º - notificação ao conselho local ou instância de controle social sobre o recebimento de recursos: pendente.
",10672,
7014,DISPONIBILIZADO,EXECUÇÃO DE OBRA CONSISTENTE NA CONSERVAÇÃO E MANUTENÇÃO DE ESTRADAS RURAIS MUNICIPAIS.,3310,SP
4683,DISPONIBILIZADO,"Adquirido pelo município através dos recursos recebidos da emenda parlamentar nº 27180014 uma (01) máquina pá carregadeira de pneus para realização de serviços de manutenção de estradas vicinais, urbanas e rurais e limpezas de canais no município do Cabo de Santo Agostinho estando a máquina de responsabilidade da Secretaria Municipal de Coordenação Regional conforme ordem de fornecimento nº 125/2002, Pregão eletrônico nº 003/20002 e Processo licitatório nº 007/2022. Conforme documentos em anexo a este Relatório.",10088,
4782,DISPONIBILIZADO,"Execução da última etapa da pavimentação com pedras irregulares no acesso a Linha Vista Alegre, interior do Município de Princesa/SC. Nesta etapa foi executada a pavimentação do trecho compreendido entre as estacas 131+11,12m à 192+5,00 m, sendo pavimentada uma área total de 8.647,43 m².",9941,
4981,DISPONIBILIZADO,"Com este recursos, foi executado parte da ampliação do Ginásio Municipal de Esportes, junto ao Parque João Batista Marchese. O local ficou com acessibilidade, disponibilizando aos munícipes um local apropriado para atividades esportivas ",18526,
14446,EM_ELABORACAO,Construção de pequenas Barragens de Terra ,64718,
14447,EM_ELABORACAO,Execução não iniciada.,72281,
7500,EM_ELABORACAO,"Realizado o PE nº 005/2023 para AQUISIÇÃO DE MÁQUINAS, UTENSÍLIOS E EQUIPAMENTOS DIVERSOS. MATERIAL A SER UTILIZADO NO CENTRO LOGÍSTICO MUNICIPAL DE OBRAS E SERVIÇOS PÚBLICOS.",9907,
8127,DISPONIBILIZADO,"O município de Grandes Rios/Paraná recebeu no ano 2022 a indicação de emenda parlamentar na modalidade Transferência Especial (investimento) no valor de R$150.000,00 (cento e cinquenta mil reais). 
Teve o plano de ação cadastrado e aprovado no Transferegov (Plataforma Mais Brasil) sob nº 09032022-018718, o crédito do recurso ocorreu na conta convênio 001/2086/22699-8 em data de 04/07/2022.
O recurso está sendo destinado da seguinte forma: 
1-	Associação de Pais e Amigos dos Excepcionais APAE, CNPJ 95.680.989.0001/38, recebeu o valor de R$50.000,00 através do Termo de Colaboração 006/2022, firmado em 29/06/2022;
2-	Lar São Vicente de Paulo, CNPJ 78.276.466/0001-01, recebeu o valor de R$50.000,00 através do Termo de Colaboração 007/2022, firmado em 29/06/2022;
3-	Obras de revitalização da Capela Mortuária Sebastião Francisco Leal - Distrito Ribeirão Bonito, receberá o montante de R$50.000,00 mais rendimentos. 

Os Termos de Colaboração foram concluídos e o recurso total de R$100.000,00 foi transferido para as entidades na data de 06/07/2022; 
O projeto de revitalização da Capela está fase de elaboração e após a conclusão será licitado dentro das normativas.
O montante de recurso disponível na conta convênio é R$58.989,64 na data de 15/03/2024.
Cópia dos documentos e extratos bancários em anexo.
",18718,
10688,DISPONIBILIZADO,"O recurso indicado através de Emenda Parlamentar de Transferência Especial está sendo usado para realizar o acabamento de cozinha comunitária Municipal,  o qual visa garantir uma melhor infraestrutura urbana para assegurar as condições básicas de bem-estar da população, sendo que o investimento está de acordo com a programação orçamentária indicada. Até o momento foi utilizado R$ 60.000,00 do repasse, sendo que ainda faltam R$ 140.000,00 para findar o total repassado. Portanto, o valor de R$ 65.547,17 já está empenhado , o qual se refere a mesma obra, mas está  sendo liquidado parcialmente. E o restante do valor repassado  está sendo visto no que será aplicado.
 Em anexo está o empenho realizado, o pagamento e o extrato da conta bancaria..",37433,
4935,DISPONIBILIZADO,"Relatório de Gestão

 Emenda 41550007, indicada pelo Deputado Kim Kataguiri, sob o código 09032022-021669 disponibilizada na plataforma transferegov.

 A respectiva emenda sendo utilizada para a área da política pública da Educação, no qual o objeto é a Contratação de Empresa Especializada para Realização de Obras de Engenharia e Execução de Cobertura Metálica da Quadra da Escola E.M.E.B Horácio de Salles Cunha, no bairro São Bento do Recreio no Município de Valinhos/SP. 
	Conforme o anexo da Nota de Empenho número 7040-000, a despesa referente foi devidamente processada, encontrando-se em ordem para pagamento. Contemplando os interesses da Gestão Administrativa da Secretaria da Educação.	  
Emenda: 41550007 – Emenda individual – modalidade especiais	
Vínculo da emenda: 95.800.0310	
Classificação funcional: 12.361.0304.1.103 – Construção, Reforma e Ampliação de Equipamentos Públicos. 
Natureza da Despesa: 4.4.90.51.00 – Obras e Instalações.

Resumo: 

Publicação em diários oficiais, municipal estadual e federal, a abertura do edital para contratação de empresa para realização do serviço na data: 27 e 28 de janeiro de 2023. 
Publicação da empresa ganhadora da licitação no dia: 29/05/2023
Homologado o objeto da licitação com a empresa ganhadora no dia: 12/06/2023 
Realizada a solicitação de empenho do valor da emenda para realização da obra no dia: 21/06/2023 
Realizada a nota de empenho no valor da emenda de R$300.000,00 no dia: 22/06/2023
Emitida a ordem de serviço para execução da obra no dia: 29/06/2023

(próximos passos: execução da obra e prestação de contas)

Aproveitamos a oportunidade para agradecer à indicação dos recursos indicados pelo Dep. Kim Kataguiri ao município de Valinhos/SP. ",21669,
14448,EM_ELABORACAO,Execução não iniciada.,67076,
7510,EM_ELABORACAO,"Código: 09032022-016915 | 09032022-017639

Programa: 09032022

Valor Total da Emenda: R$ 1.000.000,00

Obras Realizadas:
Reforma do Campo de Futebol Claudenor Albuquerque de Farias

Valor: R$ 336.752,52
Contrato: 150/2022
Licitação: TP 010/2022
Portais de Entrada e Saída da Cidade, com Iluminação de LED na PB-177

Valor: R$ 351.974,12
Contrato: 134/2022
Licitação: 005/2022
Reforma da Praça de Eventos

Valor: R$ 295.925,96
Contrato: 148/2022
Licitação: 009/2022
Financiamento:
O valor total da emenda especial foi de R$ 1.000.000,00, distribuído em duas parcelas:

Código 09032022-016915: R$ 400.000,00
Código 09032022-017639: R$ 600.000,00
A soma dos recursos das emendas cobriu parcialmente as obras realizadas, sendo que o valor que ultrapassou foi coberto com recursos próprios.

Importância das Obras:
Reforma do Campo de Futebol Claudenor Albuquerque de Farias:

Importância: A revitalização do campo não apenas promove o esporte local, mas também fomenta a saúde e o lazer. Um campo de qualidade incentiva a prática esportiva, promovendo a integração comunitária e contribuindo para um estilo de vida mais saudável.
Portais de Entrada e Saída da Cidade, com Iluminação de LED na PB-177:

Importância: Além de proporcionar uma entrada mais acolhedora à cidade, os portais e a iluminação de LED na PB-177 têm impacto direto na segurança, melhorando a visibilidade noturna. Isso não apenas contribui para a segurança viária, mas também para a sensação de segurança da comunidade, promovendo um ambiente mais tranquilo.
Reforma da Praça de Eventos:

Importância: A revitalização da praça não apenas melhora o aspecto estético da cidade, mas também se torna um ponto de encontro para a comunidade. Praças bem cuidadas incentivam atividades ao ar livre, eventos culturais e sociais, promovendo a coesão social e a identidade local.
Impacto Social e Econômico:
Bem-Estar Social:

Todas as obras contribuem para o aumento do bem-estar social, proporcionando espaços de convívio, lazer e práticas esportivas. O acesso a ambientes públicos bem estruturados impacta diretamente na qualidade de vida da população.
Desenvolvimento Econômico:

A valorização do ambiente urbano e a melhoria da infraestrutura também têm reflexos econômicos. Atraem investimentos, fomentam o turismo local e estimulam o comércio, promovendo o desenvolvimento econômico sustentável da região.
Potencial Turístico:

As obras realizadas aumentam o potencial turístico da cidade, tornando-a mais atrativa para visitantes. O campo de futebol, os portais de entrada e a praça de eventos podem se tornar pontos turísticos, gerando receitas adicionais para o município.
Fomento ao Comércio Local:

Com a melhoria das condições urbanas e o aumento do fluxo de visitantes, o comércio local se beneficia diretamente. Estabelecimentos comerciais, como restaurantes, lojas e serviços, podem experimentar um aumento nas vendas, contribuindo para a vitalidade econômica da região.
Contribuição para Festividades Culturais Tradicionais:
Além das obras mencionadas, é relevante ressaltar que o município de Nova Palmeira é conhecido por realizar um dos maiores carnavais de interior da Paraíba, além de eventos como o Motofest e outras festividades culturais tradicionais. A infraestrutura aprimorada proporcionada por essas obras contribui não apenas para a realização desses eventos, mas também para a experiência positiva dos participantes e visitantes, consolidando a cidade como um polo cultural e turístico na região.",16915,
7511,EM_ELABORACAO,"Código: 09032022-016915 | 09032022-017639

Programa: 09032022

Valor Total da Emenda: R$ 1.000.000,00

Obras Realizadas:
Reforma do Campo de Futebol Claudenor Albuquerque de Farias

Valor: R$ 336.752,52
Contrato: 150/2022
Licitação: TP 010/2022
Portais de Entrada e Saída da Cidade, com Iluminação de LED na PB-177

Valor: R$ 351.974,12
Contrato: 134/2022
Licitação: 005/2022
Reforma da Praça de Eventos

Valor: R$ 295.925,96
Contrato: 148/2022
Licitação: 009/2022
Financiamento:
O valor total da emenda especial foi de R$ 1.000.000,00, distribuído em duas parcelas:

Código 09032022-016915: R$ 400.000,00
Código 09032022-017639: R$ 600.000,00
A soma dos recursos das emendas cobriu parcialmente as obras realizadas, sendo que o valor que ultrapassou foi coberto com recursos próprios.

Importância das Obras:
Reforma do Campo de Futebol Claudenor Albuquerque de Farias:

Importância: A revitalização do campo não apenas promove o esporte local, mas também fomenta a saúde e o lazer. Um campo de qualidade incentiva a prática esportiva, promovendo a integração comunitária e contribuindo para um estilo de vida mais saudável.
Portais de Entrada e Saída da Cidade, com Iluminação de LED na PB-177:

Importância: Além de proporcionar uma entrada mais acolhedora à cidade, os portais e a iluminação de LED na PB-177 têm impacto direto na segurança, melhorando a visibilidade noturna. Isso não apenas contribui para a segurança viária, mas também para a sensação de segurança da comunidade, promovendo um ambiente mais tranquilo.
Reforma da Praça de Eventos:

Importância: A revitalização da praça não apenas melhora o aspecto estético da cidade, mas também se torna um ponto de encontro para a comunidade. Praças bem cuidadas incentivam atividades ao ar livre, eventos culturais e sociais, promovendo a coesão social e a identidade local.
Impacto Social e Econômico:
Bem-Estar Social:

Todas as obras contribuem para o aumento do bem-estar social, proporcionando espaços de convívio, lazer e práticas esportivas. O acesso a ambientes públicos bem estruturados impacta diretamente na qualidade de vida da população.
Desenvolvimento Econômico:

A valorização do ambiente urbano e a melhoria da infraestrutura também têm reflexos econômicos. Atraem investimentos, fomentam o turismo local e estimulam o comércio, promovendo o desenvolvimento econômico sustentável da região.
Potencial Turístico:

As obras realizadas aumentam o potencial turístico da cidade, tornando-a mais atrativa para visitantes. O campo de futebol, os portais de entrada e a praça de eventos podem se tornar pontos turísticos, gerando receitas adicionais para o município.
Fomento ao Comércio Local:

Com a melhoria das condições urbanas e o aumento do fluxo de visitantes, o comércio local se beneficia diretamente. Estabelecimentos comerciais, como restaurantes, lojas e serviços, podem experimentar um aumento nas vendas, contribuindo para a vitalidade econômica da região.
Contribuição para Festividades Culturais Tradicionais:
Além das obras mencionadas, é relevante ressaltar que o município de Nova Palmeira é conhecido por realizar um dos maiores carnavais de interior da Paraíba, além de eventos como o Motofest e outras festividades culturais tradicionais. A infraestrutura aprimorada proporcionada por essas obras contribui não apenas para a realização desses eventos, mas também para a experiência positiva dos participantes e visitantes, consolidando a cidade como um polo cultural e turístico na região.",17639,
7483,EM_ELABORACAO,"Segue listagem de pagamentos e processos de pagamentos dos contrato 041-2022PMM e160/2023pmm referente a CONSTRUÇÃO DE UM
CAMPO DE FUTEBOL NO DISTRITO DE ANGICO, MUNICÍPIO DE MAIRI - BA.

Contrato 041/2022 valor pago R$ 536.823,04
Contrato 160/2023 valor pago R$ 114.381,14",12585,
7507,DISPONIBILIZADO,Relatório,21844,
15639,EM_ELABORACAO,"Obras de Construção de Pavimentação Asfáltica da ciclofaixa junto a Rod. 100 - Rodovia Jorge Fortulino, no trecho entre SC 445 e a Estrada da Zona Sul, com terraplanagem, pavimentação e sinalização horizontal e vertical",73528,
7516,EM_ELABORACAO,Construção de prédio anexo ao Centro Administrativo,38330,
9137,EM_ELABORACAO,Obras ampliação Centro de referência de Assistência Social - Pagamento parcial nota fiscal nº 552,35037,
7513,DISPONIBILIZADO,Pavimentação asfáltica da rua Manoel Cesário ,21313,
10695,DISPONIBILIZADO,Foi realizado um evento cultural e o objeto executado 100% ,31403,
7508,DISPONIBILIZADO,Relatório,34171,
7515,EM_ELABORACAO,RECAPEAMENTO ASFÁLTICO DA AV.  PASCHOAL GERÔNIMO FORNAZARI,20097,
4991,DISPONIBILIZADO,"Os recursos foram utilizados em 03 ações distintas, respeitando a GND 04-Investimento, onde foram executadas as seguintes obras:

* Ampliação de Escola - R$ 216.016,76, foi realizada a Tomada de Preços 002/2022 para a execução deste objeto. 

* Construção de 1 ponte - R$ 332.821,43, foi realizada a Tomada de Preços 003/2022 para a execução deste objeto. 

* Construção de 1 bueiro - R$ 42.737,30, foi realizada a Tomada de Preços 004/2022 para a execução deste objeto. 

---- A documentação comprobatória dos objetos executados com este recurso, encontra-se anexa a este Relatório de Gestão.",16308,
7269,DISPONIBILIZADO,"Relatório de cumprimento do objeto/finalidade.

1. DADOS DA TRANSFERENCIA

Código do Plano de Ação: 09032022-018219
Modalidade de Transferência: Especial
Programa: 09032022
Emenda Parlamentar: 202228560001-ROGÉRIO PENINHA MENDONÇA

2. DADOS DA CONTRATAÇÃO

Contrato: 08/2023
Fornecedor: VALFERTIL MAQUINAS AGRICOLAS LTDA
CNPJ: 03.233.069/0001-53
Valor Contratado: R$ 329.000,00

Valor Executado: R$ 329.000,00

TOTAL PAGO AOS FORNECEDORES: R$ 329.000,00

3. Relatório Consubstanciado da Execução 
Ações Programadas: 
Transferência Especial - Investimento;

Ações Executadas:
Transferência Especial - Investimento;
- Aquisição de trator de pneus para o município de Presidente Nereu conforme emenda parlamentar 202228560001 modalidade transferência especial.

Dificuldades encontradas: 
Não foram encontradas dificuldades para execução da transferência especial. 
BENEFÍCIOS ALCANÇADOS
A Aquisição de trator proporcionou uma melhor qualidade no atendimento aos agricultores, visto que o Município Oferece diversos serviços aos pequenos agricultores como, preparação do solo, plantio e silagem.


4. Resumo Percentual.
Físico Executado: 100%. 
Percentual Financeiro Executado: 100,00%.
5. Execução Financeira.
Receita
Repasse: R$ 200.000,00
Contrapartida: R$ 129.000,00
Rendimento: R$ 0,00
Total: R$ 329.000,00 

Despesa
Pagos Fornecedores: R$ 329.000,00. 
Tarifas bancarias: R$ 0,00
Depósito - Saldo a Devolver: R$ 0,00
Total: 329.000,00
Saldo: 0,00 
",18219,
4794,DISPONIBILIZADO,"Trata se recursos de Transferências Especiais referente a emenda orçamentaria 202040210002 - JOICE HASSELMAN. o recurso foi utilizado na aquisição de veiculo tipo caminhão, para execução de serviços no município. Para esta aquisição foi utilizado PREGÃO ELETÔNICO",3695,SP
15570,DISPONIBILIZADO,"Referente a prestação de contas do plano de ação cujo o objeto executado foi contratação para execução de Construção de uma Ponte com 40,00m de comprimento e 6,00m de largura sobre o Rio Guaribas na localidade Passagens zona rural do município de São Luís do Piauí - PI.",22198,
4988,DISPONIBILIZADO,"Os recursos foram utilizados em 02 ações, respeitando as suas respectivas GND's, onde:
* R$ 495.000,00 foram utilizados em obras de Pavimentação de vias públicas;
* R$ 139.000,00 foram utilizados em locação de máquinas para pavimentação.
----A prefeitura realizou os certames licitatórios, em conformidade com as Leis 8.666/93 (Tomada de Preços 004/2022 - Obras de pavimentação) e Lei 10.520/2002 (Pregão Eletrônico 001/2022 - locação de máquinas).
----A documentação comprobatória dos objetos executados com este recurso, encontra-se anexa a este Relatório de Gestão.",12399,
4992,EM_ELABORACAO,"Iniciado o Relatório de Gestão , com documento anexo referente a solicitação de abertura de Processo Licitatório, a fim da contratação de empresa especializada na Execução de Obras de Drenagem, Pavimentação e Sinalização em via Urbana do Município de Mairiporã. Sendo o Processo Administrativo de nº 27583/2022.",19846,
6812,DISPONIBILIZADO,"
Parecer do Relatório de Gestão

•	Programa: Transferência Especial 
•	Ministério da Economia 
•	Plano de Ação n° 09032022-015893
•	Programa n° 09032022
•	Emenda Parlamentar n° 202227990013
•	Deputado Federal Eli Correa Filho 
•	Valor do Investimento R$ 350.000,00

•	Tomada de Preço n° 13/2022
•	Ata da Sessão Pública – 04/10/2022
•	Termo de Homologação e Adjudicação – 13/10/2022
•	Contrato n° 101/2022 – Assinado em 13/10/2022.
•	Valor licitado R$ 413.458,01
•	Valor Repasse R$ 350.000,00
•	Valor Contrapartida R$ 63.458,01
•	Objeto: Recapeamento Asfáltico em Ruas do Bairro Jardim Campestre II 
•	Rua: Marcolino Gomes de Oliveira 
•	Rua: Genésio Gomes Ribeiro 
•	Rua: José de Paula Rosa 
•	Rua: Guliver Todesco. 
•	Rua: Lazaro Pereira das Neves 

•	Ordem de Serviço 26 de outubro de 2022. 
•	Laudo de Vistoria / 1ª Medição (única) - 100 % finalizado em 02/12/2022 
LAUDO DE VISTORIA / 1ª MEDIÇÃO (ÚNICA) 
Conforme laudo de vistoria da 1ª medição foi executado 100,00% do serviço de EXECUÇÃO DE RECAPAMENTO ASFÁLTICO EM RUAS DO BAIRRO JARDIM CAMPESTRE II NO MUNICÍPIO DE PILAR DO SUL/SP (Contrato nº 101/2022, Tomada de Preços nº 13/2022, Processo Administrativo nº 5425/2022), assim totalizando 100,00% das medições acumuladas.
Desta medição poderá ser pago à empresa OBRAGEN ENGENHARIA E CONSTRUÇÕES LTDA , inscrita no CNPJ sob nº 01.817.838/0001-35, com sede na Rua Conceição Monte Alegre, nº 107 -  Torre B – 10º Andar – Conjunto 101 B, Bairro Cidade Monções, na Cidade de São Paulo, Estado de São Paulo, a importância de R$ 413.458,01 (Quatrocentos e Treze Mil, Quatrocentos e Cinquenta e Oito Reais e Um Centavo). Pilar do Sul-SP, 02 de Dezembro de 2022.

•	Atestado de Conclusão de obra em 27/02/2023.   

Atestamos para os devidos fins que a empresa OBRAGEN ENGENHARIA E CONSTRUÇÕES LTDA , inscrita no CNPJ sob nº 01.817.838/0001-35, com sede na Rua Conceição Monte Alegre, nº 107 -  Torre B – 10º Andar – Conjunto 101 B, Bairro Cidade Monções, na Cidade de São Paulo, Estado de São Paulo, realizou o serviço de EXECUÇÃO DE RECAPAMENTO ASFÁLTICO EM RUAS DO BAIRRO JARDIM CAMPESTRE II, neste município de Pilar do Sul – SP, (Tomada de Preços nº 13/2022, Contrato nº 101/2022, Processo Administrativo nº 5425/2022), apresentando boa qualidade na execução e cumprimento do prazo do contrato, perfazendo o total de 100% da obra concluída. Pilar do Sul, 27 de fevereiro de 2023.
•	Data do Repasse 04/07/2022
•	Nota Fiscal Eletrônica de Serviço n° 1.789 de 05/12/2022 no valor de R$ 350.000,00 ( trezentos e cinquenta mil). (Repasse Federal)
•	Liquidada em 09/12/2022.
•	Nota Fiscal Eletrônica de Serviço n° 1.790 de 05/12/2022 no valor de R$ 63.458,01 ( sessenta e três mil e quatrocentos e cinquenta e oito reais e um centavos). (Contrapartida Municipal ). 
•	Liquidada em 07/12/2022.
 
 



Pilar do Sul, 03 de agosto de 2023.



________________________________________
Eduardo Oliveira dos Santos Junior
Secretário de Obras, Infraestrutura e Urbanismo.



___________________________________
Edson Ribeiro de Carvalho
Secretário Gestor da Fazenda Municipal.



___________________________________
Marco Aurélio Soares 
Prefeito Municipal de Pilar do Sul 



",15893,
7130,DISPONIBILIZADO,equipamento adquirido,14703,
7132,DISPONIBILIZADO,"Este relatório é peça obrigatória do processo de prestação de contas e tem por
objetivo descrever as metas estabelecidas, ações realizadas e resultados alcançados",15368,
4892,DISPONIBILIZADO,"Prestação de contas dos recursos recebidos emenda parlamentar nº 202215810015 no valor de R$500.000,00 que foram aplicados em pagamentos de medição referente a construção de Barragem Santa Marina no Município de Cordeirópolis-SP ao Consorcio de Cordeirópolis Poros, Comim, R&R, Dact, G-Maia, conforme demonstra documentos anexados. ",17074,
